start:START_ID,end:END_ID,label:TYPE
h7C_oNc2P,DoH8Yvfbq,SUPPORTS
Vyxn9VA-h,Cqkc2xikp,SUPPORTS
RXQvQqueh,p4rzhl4Vv,SUPPORTS
TLYr4rPzD,Fk2UoWvkt,SUPPORTS
sslI3hdQI,f0dNgia6e,SUPPORTS
Psq6uqBZg,0PZ7J_8zH,SUPPORTS
PuUybdN4d,-JSej1Kvl,INFORMS
NIT4U8L1v,uvu7inTL8,INFORMS
Psq6uqBZg,WN3n8o16z,INFORMS
RXQvQqueh,-JSej1Kvl,INFORMS
oz8E6bPAo,2q4mpIaVi,INFORMS
9U8Y2nQ9n,MD3WYfyoy,INFORMS
SlFER7WEy,MhTyIkEXx,INFORMS
5JqHS8zG1,VKvPktVnD,INFORMS
mnPSjpcpw,CMjiYqyx7,INFORMS
9HwLety3u,4xO0-e_4R,INFORMS
Slc_zFif5,MD3WYfyoy,INFORMS
SlFER7WEy,VKvPktVnD,INFORMS
MfrtnNpJE,MD3WYfyoy,INFORMS
hBzSdN5qB,G5I9aFjLn,INFORMS
Psq6uqBZg,2q4mpIaVi,INFORMS
VQdqCKgTa,aB0ofOhO1,INFORMS
kbj2QWTFT,VENQIm9b6,INFORMS
FZIFI-dZi,YtNuhXFrV,INFORMS
RXQvQqueh,YtNuhXFrV,INFORMS
Vyxn9VA-h,4xO0-e_4R,INFORMS
JrQ9Kcu46,TaX-MOznH,INFORMS
jFvb3ongx,TzTn8NOvp,INFORMS
opiw-woek,cgjMCCNAi,INFORMS
kbj2QWTFT,YtNuhXFrV,INFORMS
CcA6Wzm_W,MhTyIkEXx,INFORMS
MeGNplabm,cgjMCCNAi,INFORMS
24El5w68I,drv9lUFbl,INFORMS
-Sz9IbUra,lhlE1vb39,INFORMS
Ctkc2iJNP,drv9lUFbl,INFORMS
F-YzkZ2jF,CubkNXuwg,INFORMS
eryKP0bHY,drv9lUFbl,INFORMS
ZR6_FyY3a,dZOwxYcWE,INFORMS
snNy17hgh,lhlE1vb39,INFORMS
kIHG6-Ila,drv9lUFbl,INFORMS
F-YzkZ2jF,drv9lUFbl,INFORMS
rS-hEJjYE,drv9lUFbl,INFORMS
0-2tkuu4l,dZOwxYcWE,INFORMS
gFbw239AO,dZOwxYcWE,INFORMS
gqETkmeXG,dZOwxYcWE,INFORMS
xZx-eV2Y4,drv9lUFbl,INFORMS
0AnyJYOE1,dZOwxYcWE,INFORMS
YYYVszFr6,drv9lUFbl,INFORMS
Ga8ORIY8v,drv9lUFbl,INFORMS
AP8l66U1L,lhlE1vb39,INFORMS
j0UGLJ3e6,dZOwxYcWE,INFORMS
L1nUdRWr2,drv9lUFbl,INFORMS
B7UPmuzgg,dZOwxYcWE,INFORMS
HiUvvjFf0,as9B0xYLG,INFORMS
jjw60hnsi,lhlE1vb39,INFORMS
IQRaBRRiP,drv9lUFbl,INFORMS
nC0geNc63,dZOwxYcWE,INFORMS
_N-gQJ0eV,dZOwxYcWE,INFORMS
Pu_eipQdq,lhlE1vb39,INFORMS
WbWLJVWcF,drv9lUFbl,INFORMS
uY8-oBWwy,dZOwxYcWE,INFORMS
w0rQV7oyI,HVIxflKuR,SUPPORTS
uOXDJXWyn,BSPY1cIMj,SUPPORTS
9E0jVhav_,HVIxflKuR,SUPPORTS
7VUX5lkA_,3MlVzmpUi,SUPPORTS
eryKP0bHY,drv9lUFbl,SUPPORTS
45WDQVJkn,drv9lUFbl,SUPPORTS
kIHG6-Ila,drv9lUFbl,SUPPORTS
rS-hEJjYE,drv9lUFbl,SUPPORTS
geHT15jC4,5ZccsFCL_,SUPPORTS
82vjreeE4,drv9lUFbl,SUPPORTS
1SinPyIpx,HVIxflKuR,SUPPORTS
-TJaesDew,Z1USfep9S,SUPPORTS
j0UGLJ3e6,dZOwxYcWE,SUPPORTS
B7UPmuzgg,drv9lUFbl,SUPPORTS
g8zQj06en,9hr3WF_vL,SUPPORTS
uY8-oBWwy,dZOwxYcWE,SUPPORTS
w0rQV7oyI,HVIxflKuR,SUPPORTS
uOXDJXWyn,BSPY1cIMj,SUPPORTS
9E0jVhav_,HVIxflKuR,SUPPORTS
7VUX5lkA_,3MlVzmpUi,SUPPORTS
eryKP0bHY,drv9lUFbl,SUPPORTS
45WDQVJkn,drv9lUFbl,SUPPORTS
kIHG6-Ila,drv9lUFbl,SUPPORTS
rS-hEJjYE,drv9lUFbl,SUPPORTS
geHT15jC4,5ZccsFCL_,SUPPORTS
82vjreeE4,drv9lUFbl,SUPPORTS
1SinPyIpx,HVIxflKuR,SUPPORTS
-TJaesDew,Z1USfep9S,SUPPORTS
j0UGLJ3e6,dZOwxYcWE,SUPPORTS
B7UPmuzgg,drv9lUFbl,SUPPORTS
g8zQj06en,9hr3WF_vL,SUPPORTS
uY8-oBWwy,dZOwxYcWE,SUPPORTS
0-2tkuu4l,drv9lUFbl,OPPOSES
RPkDLFfLb,ff4qOpZtp,INFORMED BY
z_GEqknIj,Y7fuav6te,INFORMS
kf-oGnwYa,6ezlDwr0T,INFORMS
PA-SbYHIW,o3sETJ04K,INFORMS
NzyvJbkRk,o3sETJ04K,INFORMS
I9T-Dj4mR,JlobF7nOJ,INFORMS
lfyni9zYM,CpcjrWwzB,INFORMS
1upExfl-O,JlobF7nOJ,INFORMS
6I7F5MyMl,W3ynXCvxq,INFORMS
hGuGH45qN,458xh3jRs,INFORMS
1wlIsuZZh,458xh3jRs,INFORMS
ZMU9f8rvq,rcf7WWCuf,INFORMS
OFcmrB0Kr,HpsvE3eh7,INFORMS
dN3k0Bhdf,OHL8FiE59,INFORMS
JJ3GGgniI,U-ceurCGN,INFORMS
GvxYZK2Gm,ADq2Ctez_,INFORMS
p6tPef64K,Garmh0ObA,INFORMS
eFHOgIGu8,zJ8pMf4V3,INFORMS
_zS69U73d,458xh3jRs,INFORMS
RfczE44aJ,jFsHxRe8Z,INFORMS
zWFoboSQO,458xh3jRs,INFORMS
A8juZ-ShH,nt7jKEJx2,INFORMS
xveiZTGPS,QARguBv01,INFORMS
NzyvJbkRk,mEyqGF60z,INFORMS
-cZ6SjcJ7,QARguBv01,INFORMS
kf-oGnwYa,PTJ4OIb5E,INFORMS
zlm8zZOo7,76bCtsHLp,INFORMS
1B8pmQlDO,nt7jKEJx2,INFORMS
YKP5XEqO5,G5I9aFjLn,INFORMS
PA-SbYHIW,mEyqGF60z,INFORMS
9NlWpPam5,gfcI_Rhr0,INFORMS
qQ3n5kOgw,M6aGUBXtf,INFORMS
NIT4U8L1v,2fDP2ziNb,SUPPORTS
jFvb3ongx,3MlVzmpUi,SUPPORTS
lUCSGlEMg,msWO4dCiC,SUPPORTS
MfrtnNpJE,Z1USfep9S,SUPPORTS
NIT4U8L1v,ZgBUmdBZi,SUPPORTS
sslI3hdQI,c0yjV7P36,SUPPORTS
jsPT41Vnr,pzEE3QEqI,SUPPORTS
0i4iD8KIe,AsKDVIj5H,SUPPORTS
5R2QNzba4,as9B0xYLG,SUPPORTS
bhgTP-0bX,5ZccsFCL_,SUPPORTS
Slc_zFif5,2fDP2ziNb,SUPPORTS
gpj8UhRL_,5ZccsFCL_,SUPPORTS
NIT4U8L1v,2fDP2ziNb,SUPPORTS
jFvb3ongx,3MlVzmpUi,SUPPORTS
lUCSGlEMg,msWO4dCiC,SUPPORTS
MfrtnNpJE,Z1USfep9S,SUPPORTS
NIT4U8L1v,ZgBUmdBZi,SUPPORTS
sslI3hdQI,c0yjV7P36,SUPPORTS
jsPT41Vnr,pzEE3QEqI,SUPPORTS
0i4iD8KIe,AsKDVIj5H,SUPPORTS
5R2QNzba4,as9B0xYLG,SUPPORTS
bhgTP-0bX,5ZccsFCL_,SUPPORTS
Slc_zFif5,2fDP2ziNb,SUPPORTS
gpj8UhRL_,5ZccsFCL_,SUPPORTS
-HLp9sKMX,wG8Yikcp3,OPPOSES
mM9kOafv-,msWO4dCiC,OPPOSES
t42uCCyad,AsKDVIj5H,OPPOSES
dKzomT8vU,msWO4dCiC,OPPOSES
0AVJcEZ4F,BhHpRW0pH,OPPOSES
gpj8UhRL_,as9B0xYLG,OPPOSES
bhgTP-0bX,wG8Yikcp3,OPPOSES
GVPHDqDL5,msWO4dCiC,OPPOSES
ist7GALZM,m_R6VWy2V,OPPOSES
